Designator,Mid X,Mid Y,Rotation,Layer
AE1,78.4,-58.7,180.0,top
J1,89.4,-68.0,0.0,top
J2,78.0,-76.03,0.0,bottom
J3,100.86,-76.03,0.0,bottom
