batteryGS;tempGS;humidityGS;pressGS;altGS;timeGS;latGS;longGS;rangeCan;dORa4;dORa0;dORa3;dORa1;dORa2;dORa5;dORa7;dORa10;dORa8;dORa6;dORa9;time;lightIntensity;temperature;pressure;humidity;battery;current;power;co2;lat;long;height_GPS;height;sattelitesNum;roll;pitch;yaw;oxygen;asx0;asx1;asx2;asx3;asx4;asx5;asx6;asx7;asx8;asx9;asx10;asx11;asx12;asx13;asx14;asx15;asx16;asx17;transfer;dORa11;time2;
1.072;17.9;38.2;988.6;252.26603124766228;0;0.0;0.0;0.6234010048115097;1;1;2;1;1;0;2;1;1;2;2;270423143856;0;25.23;98.92;16.97;7.15;33.0;236;504;49.24;16.56;247.51973716783118;0;20;86;-17;16;21.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0;0;
1.072;17.9;38.8;988.6;252.26603124766228;0;0.0;0.0;0.6234010048115097;1;1;2;1;1;0;2;1;1;2;2;270423143857;0;25.23;98.92;16.97;7.13;51.0;364;504;49.24;16.56;247.51973716783118;0;20;82;-18;15;21.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0;1;
1.070;17.9;39.1;988.7;251.47478222533138;0;0.0;0.0;0.6234010048115097;1;1;1;1;1;0;2;1;1;2;2;270423143858;0;25.22;98.911;17.05;7.15;33.8;242;504;49.24;16.56;248.23149772226327;0;21;82;-17;13;20.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0;2;
1.070;17.9;39.4;988.6;252.26603124766228;0;0.0;0.0;0.6234010048115097;1;1;2;1;1;0;2;1;1;2;2;270423143859;0;25.24;98.91499999999999;17.09;7.16;32.9;262;504;49.24;16.56;247.91515170288667;0;21;84;-20;10;20.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0;3;
1.070;18.0;39.2;988.7;251.47478222533138;0;0.0;0.0;0.6234010048115097;1;1;2;1;1;0;2;1;1;2;2;270423143900;0;25.24;98.91499999999999;17.09;7.15;36.9;262;504;49.24;16.56;247.91515170288667;0;21;83;-22; 7;20.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0;4;
1.070;18.0;39.7;988.6;252.26603124766228;0;0.0;0.0;0.6234010048115097;1;1;2;1;1;0;2;1;1;2;2;270423143901;0;25.23;98.92;17.35;7.15;34.3;246;504;49.24;16.56;247.51973716783118;0;21;84;-17;13;20.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0;5;
1.072;18.0;39.9;988.7;251.47478222533138;0;0.0;0.0;0.6234010048115097;1;1;2;1;1;0;2;1;1;2;2;270423143901;0;25.23;98.92;17.35;7.15;34.3;246;504;49.24;16.56;247.51973716783118;0;21;84;-17;13;20.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0;6;
1.072;18.0;40.0;988.6;252.26603124766228;0;0.0;0.0;0.6234010048115097;1;1;1;1;1;0;2;1;1;2;2;270423143903;0;25.24;98.91499999999999;17.09;7.15;33.1;236;504;49.24;16.56;247.91515170288667;0;21;82;-21;16;20.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0;7;
1.070;18.0;39.0;988.6;252.26603124766228;0;0.0;0.0;0.6234010048115097;1;1;2;1;1;0;2;1;1;2;2;270423143904;0;25.24;98.91499999999999;17.64;7.15;35.7;256;504;49.24;16.56;247.91515170288667;0;21;86;-19;20;20.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0;8;
1.072;18.0;37.6;988.6;252.26603124766228;0;0.0;0.0;0.6234010048115097;1;1;2;1;1;0;2;1;1;2;2;270423143905;0;25.24;98.91499999999999;17.64;7.15;32.7;232;504;49.24;16.56;247.91515170288667;0;21;86;-21;13;20.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0;9;
1.070;18.0;37.5;988.7;251.47478222533138;0;0.0;0.0;0.6234010048115097;1;1;2;1;1;0;2;1;1;2;2;270423143906;0;25.08;98.897;17.13;7.15;34.3;246;504;49.24;16.56;249.3388095450325;0;20;83;-21; 5;20.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0;10;
1.072;18.0;37.3;988.6;252.26603124766228;0;0.0;0.0;0.6234010048115097;1;1;1;1;1;0;2;1;1;2;2;270423143907;0;25.08;98.897;17.13;7.15;37.5;268;503;49.24;16.56;249.3388095450325;0;20;86;-20; 4;20.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0;11;
1.070;18.0;37.3;988.7;251.47478222533138;0;0.0;0.0;0.6234010048115097;1;1;2;1;1;0;2;1;1;2;2;270423143908;0;25.25;98.922;17.00;7.15;34.3;246;503;49.24;16.56;247.36157695002356;0;20;85;-24; 4;20.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0;12;
1.070;18.1;37.4;988.7;251.47478222533138;0;0.0;0.0;0.6234010048115097;1;1;2;1;1;0;2;1;1;2;2;270423143909;0;25.26;98.91499999999999;16.84;7.15;36.6;262;503;49.24;16.56;247.91515170288667;0;21;84;-19;10;20.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0;13;
1.072;18.1;36.5;988.7;251.47478222533138;0;0.0;0.0;0.6234010048115097;1;1;2;1;1;0;2;1;1;2;2;270423143910;0;25.25;98.924;16.81;7.15;35.3;252;503;49.24;16.56;247.20341992985897;0;20;86;-19; 8;20.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0;14;
1.070;18.1;36.6;988.6;252.26603124766228;0;0.0;0.0;0.6234010048115097;1;1;2;1;1;0;2;1;1;2;2;270423143911;0;25.25;98.924;16.81;7.13;55.0;394;503;49.24;16.56;247.20341992985897;0;19;85;-21; 7;20.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0;15;
1.072;18.1;37.2;988.7;251.47478222533138;0;0.0;0.0;0.6234010048115097;1;1;1;1;1;0;2;1;1;2;2;270423143912;0;25.25;98.911;16.91;7.15;34.6;250;500;49.24;16.56;248.23149772226327;0;21;86;-18; 9;20.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0;16;
1.072;18.1;37.5;988.6;252.26603124766228;0;0.0;0.0;0.6234010048115097;1;1;2;1;1;0;2;1;1;2;2;270423143913;0;25.26;98.912;17.17;7.15;33.4;240;500;49.24;16.56;248.15241001807647;0;21;85;-17;14;20.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0;17;
1.070;18.1;38.5;988.7;251.47478222533138;0;0.0;0.0;0.6234010048115097;1;1;2;1;1;0;2;1;1;2;2;270423143914;0;25.26;98.912;17.17;7.15;39.7;286;500;49.24;16.56;248.15241001807647;0;21;85;-15;16;20.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0;18;
1.072;18.1;38.6;988.7;251.47478222533138;0;0.0;0.0;0.6234010048115097;1;1;2;1;1;0;2;1;1;2;2;270423143915;0;25.26;98.90700000000001;17.31;7.15;33.8;242;500;49.24;16.56;248.54785653505687;0;21;87;-18;14;20.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0;19;
1.070;18.1;38.9;988.7;251.47478222533138;0;0.0;0.0;0.6234010048115097;1;1;2;1;1;0;2;1;1;2;2;270423143916;0;25.26;98.90700000000001;17.31;7.15;34.4;246;500;49.24;16.56;248.54785653505687;0;20;84;-18;13;20.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0;20;
1.072;18.1;38.7;988.7;251.47478222533138;0;0.0;0.0;0.6234010048115097;1;1;1;1;1;0;2;1;1;2;2;270423143917;0;25.25;98.911;16.62;7.15;33.8;242;495;49.24;16.56;248.23149772226327;0;21;83;-19;12;21.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0;21;
1.072;18.2;38.6;988.7;251.47478222533138;0;0.0;0.0;0.6234010048115097;1;1;2;1;1;0;2;1;1;2;2;270423143918;0;25.26;98.916;15.94;7.15;37.5;268;495;49.24;16.56;247.8360671968924;0;21;84;-17;13;20.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0;22;
1.070;18.2;38.6;988.7;251.47478222533138;0;0.0;0.0;0.6234010048115097;1;1;2;1;1;0;2;1;1;2;2;270423143919;0;25.26;98.905;17.23;7.15;33.1;236;495;49.24;16.56;248.70604073930969;0;21;84;-15;20;20.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0;23;
1.072;18.2;38.8;988.7;251.47478222533138;0;0.0;0.0;0.6234010048115097;1;1;2;1;1;0;2;1;1;2;2;270423143920;0;25.10;98.885;16.02;7.16;33.2;240;495;49.24;16.56;250.2880587340018;0;21;86;-16;16;20.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0;24;
1.072;18.2;39.0;988.6;252.26603124766228;0;0.0;0.0;0.6234010048115097;1;1;2;1;1;0;2;1;1;2;2;270423143921;0;25.25;98.911;16.75;7.13;52.8;376;495;49.24;16.56;248.23149772226327;0;21;84;-18;13;20.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0;25;
1.072;18.2;39.6;988.7;251.47478222533138;0;0.0;0.0;0.6234010048115097;1;1;1;1;1;0;2;1;1;2;2;270423143922;0;25.26;98.909;15.95;7.15;33.7;242;486;49.24;16.56;248.38967552941872;0;20;85;-17;10;20.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0;26;
1.070;18.3;40.0;988.7;251.47478222533138;0;0.0;0.0;0.6234010048115097;1;1;2;1;1;0;2;1;1;2;2;270423143923;0;25.25;98.90599999999999;16.18;7.15;36.3;258;486;49.24;16.56;248.62694823734898;0;21;86;-13;11;20.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0;27;
1.070;18.3;39.4;988.6;252.26603124766228;0;0.0;0.0;0.6234010048115097;1;1;2;1;1;0;2;1;1;2;2;270423143924;0;25.26;98.913;17.18;7.15;33.7;242;486;49.24;16.56;248.07332311346207;0;20;83;-13;357;20.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0;28;
1.072;18.3;39.3;988.7;251.47478222533138;0;0.0;0.0;0.6234010048115097;1;1;2;1;1;0;2;1;1;2;2;270423143925;0;25.11;98.881;17.26;7.15;35.9;256;486;49.24;16.56;250.6045007292354;0;20;83;-13;349;20.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0;29;
1.072;18.3;39.0;988.7;251.47478222533138;0;0.0;0.0;0.6234010048115097;1;1;2;1;1;0;2;1;1;2;2;270423143926;0;25.26;98.909;15.89;7.12;54.2;386;486;49.24;16.56;248.38967552941872;0;20;85;-12;353;20.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0;30;
1.072;18.3;38.9;988.6;252.26603124766228;0;0.0;0.0;0.6234010048115097;1;1;1;1;1;0;2;1;1;2;2;270423143927;0;25.08;98.875;16.42;7.15;37.1;266;488;49.24;16.56;251.07918772462313;0;20;82;-14;353;21.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0;31;
1.072;18.3;39.0;988.6;252.26603124766228;0;0.0;0.0;0.6234010048115097;1;1;2;1;1;0;2;1;1;2;2;270423143928;0;25.08;98.875;16.42;7.15;32.0;230;488;49.24;16.56;251.07918772462313;0;20;81;-9;354;20.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0;32;
1.072;18.4;39.0;988.6;252.26603124766228;0;0.0;0.0;0.6234010048115097;1;1;2;1;1;0;2;1;1;2;2;270423143929;0;25.24;98.909;15.71;7.16;33.4;240;488;49.24;16.56;248.38967552941872;0;20;83;-16;350;20.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0;33;
1.072;18.4;39.2;988.7;251.47478222533138;0;0.0;0.0;0.6234010048115097;1;1;2;1;1;0;2;1;1;2;2;270423143930;0;25.24;98.90700000000001;16.41;7.13;50.9;380;488;49.24;16.56;248.54785653505687;0;20;81;-15;354;20.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0;34;
1.070;18.4;39.2;988.7;251.47478222533138;0;0.0;0.0;0.6234010048115097;1;1;1;1;1;0;2;1;1;2;2;270423143931;0;25.25;98.905;16.30;7.16;33.0;236;488;49.24;16.56;248.70604073930969;0;21;85;-14;354;20.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0;35;
1.072;18.4;39.0;988.6;252.26603124766228;0;0.0;0.0;0.6234010048115097;1;1;2;1;1;0;2;1;1;2;2;270423143932;0;25.25;98.905;16.34;7.15;35.5;252;488;49.24;16.56;248.70604073930969;0;21;84;-15;354;20.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0;36;
1.072;18.4;39.4;988.7;251.47478222533138;0;0.0;0.0;0.6234010048115097;1;1;2;1;1;0;2;1;1;2;2;270423143933;0;25.08;98.87899999999999;15.92;7.15;38.3;276;488;49.24;16.56;250.76272652723043;0;20;85;-13;355;20.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0;37;
1.072;18.5;39.2;988.7;251.47478222533138;0;0.0;0.0;0.6234010048115097;1;1;2;1;1;0;2;1;1;2;2;270423143934;0;25.24;98.90700000000001;14.98;7.15;37.5;242;488;49.24;16.56;248.54785653505687;0;21;87;-13;356;20.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0;38;
1.072;18.5;40.0;988.7;251.47478222533138;0;0.0;0.0;0.6234010048115097;1;1;2;1;1;0;2;1;1;2;2;270423143935;0;25.24;98.909;16.30;7.13;49.2;350;488;49.24;16.56;248.38967552941872;0;21;84;-13;354;20.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0;39;
1.072;18.5;39.7;988.7;251.47478222533138;0;0.0;0.0;0.6234010048115097;1;1;1;1;1;0;2;1;1;2;2;270423143936;0;25.24;98.901;16.10;7.15;33.6;240;471;49.24;16.56;249.02241874416896;0;21;83;-13;354;21.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0;40;
1.070;18.5;39.5;988.7;251.47478222533138;0;0.0;0.0;0.6234010048115097;1;1;2;1;1;0;2;1;1;2;2;270423143937;0;25.24;98.901;16.10;7.16;33.6;240;471;49.24;16.56;249.02241874416896;0;21;85;-14;350;21.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0;41;
1.070;18.5;39.7;988.7;251.47478222533138;0;0.0;0.0;0.6234010048115097;1;1;2;1;1;0;2;1;1;2;2;270423143938;0;25.23;98.908;15.88;7.15;34.5;246;471;49.24;16.56;248.46876563241875;0;21;85;-18;346;21.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0;42;
1.070;18.5;39.7;988.7;251.47478222533138;0;0.0;0.0;0.6234010048115097;1;1;2;1;1;0;2;1;1;2;2;270423143939;0;25.22;98.901;16.14;7.15;33.2;236;471;49.24;16.56;249.02241874416896;0;21;84;-13;353;20.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0;43;
1.072;18.6;40.5;988.7;251.47478222533138;0;0.0;0.0;0.6234010048115097;1;1;2;1;1;0;2;1;1;2;2;270423143940;0;25.22;98.901;16.14;7.15;34.1;242;471;49.24;16.56;249.02241874416896;0;21;84;-11;357;20.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0;44;
1.072;18.6;40.8;988.6;252.26603124766228;0;0.0;0.0;0.6234010048115097;1;1;1;1;1;0;2;1;1;2;2;270423143941;0;25.22;98.90299999999999;15.73;7.16;33.8;242;474;49.24;16.56;248.86422814230306;0;21;83;-15;352;20.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0;45;
1.072;18.6;40.3;988.6;252.26603124766228;0;0.0;0.0;0.6234010048115097;1;1;2;1;1;0;2;1;1;2;2;270423143942;0;25.22;98.90299999999999;15.73;7.15;33.8;242;474;49.24;16.56;248.86422814230306;0;21;85;-16;353;20.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0;46;
1.072;18.6;39.8;988.7;251.47478222533138;0;0.0;0.0;0.6234010048115097;1;1;2;1;1;0;2;1;1;2;2;270423143943;0;25.22;98.90299999999999;15.62;7.15;35.9;256;474;49.24;16.56;248.86422814230306;0;21;83;-15;354;20.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0;47;
1.072;18.6;39.6;988.7;251.47478222533138;0;0.0;0.0;0.6234010048115097;1;1;2;1;1;0;2;1;1;2;2;270423143944;0;25.22;98.908;15.50;7.16;36.6;262;474;49.24;16.56;248.46876563241875;0;21;83;-17;349;20.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0;48;
1.072;18.7;39.2;988.7;251.47478222533138;0;0.0;0.0;0.6234010048115097;1;1;2;1;1;0;2;1;1;2;2;270423143945;0;25.06;98.88300000000001;15.52;7.15;37.4;268;474;49.24;16.56;250.4462781315357;0;21;85;-17;347;20.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0;49;
1.070;18.7;39.0;988.7;251.47478222533138;0;0.0;0.0;0.6234010048115097;1;1;1;1;1;0;2;1;1;2;2;270423143946;0;25.21;98.904;15.93;7.15;35.3;252;473;49.24;16.56;248.78513404095594;0;21;86;-16;351;20.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0;50;
1.072;18.7;37.9;988.6;252.26603124766228;0;0.0;0.0;0.6234010048115097;1;1;2;1;1;0;2;1;1;2;2;270423143947;0;25.20;98.908;15.39;7.15;35.5;258;473;49.24;16.56;248.46876563241875;0;21;85;-18;349;21.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0;51;
1.072;18.7;37.6;988.6;252.26603124766228;0;0.0;0.0;0.6234010048115097;1;1;2;1;1;0;2;1;1;2;2;270423143948;0;25.04;98.872;15.59;7.15;35.8;250;473;49.24;16.56;251.31654202440635;0;21;86;-18;350;20.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0;52;
1.070;18.7;37.0;988.7;251.47478222533138;0;0.0;0.0;0.6234010048115097;1;1;2;1;1;0;2;1;1;2;2;270423143949;0;25.19;98.90299999999999;15.75;7.14;37.0;266;473;49.24;16.56;248.86422814230306;0;21;84;-13;356;20.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0;53;
1.072;18.7;36.0;988.7;251.47478222533138;0;0.0;0.0;0.6234010048115097;1;1;1;1;1;0;2;1;1;2;2;270423143950;0;25.20;98.90700000000001;15.74;7.15;36.9;246;473;49.24;16.56;248.54785653505687;0;21;85;-19;349;21.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0;54;
1.072;18.7;35.6;988.7;251.47478222533138;0;0.0;0.0;0.6234010048115097;1;1;2;1;1;0;2;1;1;2;2;270423143951;0;25.20;98.90700000000001;15.74;7.15;35.4;252;473;49.24;16.56;248.54785653505687;0;20;84;-16;352;20.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0;55;
1.072;18.7;35.6;988.7;251.47478222533138;0;0.0;0.0;0.6234010048115097;1;1;2;1;1;0;2;1;1;2;2;270423143952;0;25.20;98.902;15.07;7.15;33.7;242;473;49.24;16.56;248.94332304336893;0;20;84;-18;358;20.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0;56;
1.070;18.7;36.0;988.6;252.26603124766228;0;0.0;0.0;0.6234010048115097;1;1;2;1;1;0;2;1;1;2;2;270423143953;0;25.02;98.874;15.40;7.15;34.6;250;473;49.24;16.56;251.15830502435838;0;21;85;-21;354;20.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0;57;
1.070;18.7;36.7;988.7;251.47478222533138;0;0.0;0.0;0.6234010048115097;1;1;2;1;1;0;2;1;1;2;2;270423143954;0;25.19;98.901;14.97;7.15;35.7;256;473;49.24;16.56;249.02241874416896;0;20;83;-17;358;21.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0;58;
1.072;18.8;36.9;988.7;251.47478222533138;0;0.0;0.0;0.6234010048115097;1;1;1;1;1;0;2;1;1;2;2;270423143955;0;25.19;98.901;14.97;7.15;36.1;258;474;49.24;16.56;249.02241874416896;0;21;84;-17;354;20.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0;59;
1.072;18.8;36.4;988.6;252.26603124766228;0;0.0;0.0;0.6234010048115097;1;1;2;1;1;0;2;1;1;2;2;270423143956;0;25.19;98.901;15.46;7.15;36.3;258;474;49.24;16.56;249.02241874416896;0;21;87;-21;350;20.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0;60;
1.072;18.8;36.5;988.7;251.47478222533138;0;0.0;0.0;0.6234010048115097;1;1;2;1;1;0;2;1;1;2;2;270423143957;0;25.19;98.901;15.60;7.15;35.6;256;474;49.24;16.56;249.02241874416896;0;21;84;-21;349;20.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0;61;
1.072;18.8;35.8;988.6;252.26603124766228;0;0.0;0.0;0.6234010048115097;1;1;2;1;1;0;2;1;1;2;2;270423143958;0;25.20;98.904;15.67;7.15;33.9;242;474;49.24;16.56;248.78513404095594;0;21;84;-23;343;20.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0;62;
1.070;18.8;35.4;988.7;251.47478222533138;0;0.0;0.0;0.6234010048115097;1;1;2;1;1;0;2;1;1;2;2;270423143959;0;25.20;98.904;15.67;7.14;37.0;230;474;49.24;16.56;248.78513404095594;0;20;85;-21;344;20.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0;63;
1.072;18.8;34.6;988.7;251.47478222533138;0;0.0;0.0;0.6234010048115097;1;1;1;1;1;0;2;1;1;2;2;270423144000;0;25.19;98.9;14.98;7.15;33.3;240;474;49.24;16.56;249.10151524471928;0;20;84;-19;347;20.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0;64;
